Code,Yahoo Code,Company,Sector,Market Cap,Total Shares,Last trade
MAP,MAP.AX,Microba Life Sciences Limited,Health Care,87002800,386679111.0,0.225
CCX,CCX.AX,City Chic Collective Limited,Consumer Discretionary,85810400,231920000.0,0.37
DRA,DRA.AX,DRA Global Limited,Industrials,85794200,54645987.0,1.57
DRX,DRX.AX,Diatreme Resources Limited,Materials,85784500,3729760870.0,0.023
IHEB,IHEB.AX,iShares JP Morgan USD Emerging Mkt Bnd AUD Hdg ETF ,Financials,85303800,1172239.0,72.77
KGL,KGL.AX,KGL Resources Limited,Materials,85093800,567292000.0,0.15
JYC,JYC.AX,Joyce Corporation Ltd,Consumer Discretionary,84387100,28509155.0,2.96
AR1,AR1.AX,Austral Resources Australia Ltd,Materials,84346500,527165625.0,0.16
HAV,HAV.AX,Havilah Resources Limited,Materials,83909400,316639245.0,0.265
ACQ,ACQ.AX,Acorn Capital Investment Fund,Financials,83857600,88271158.0,0.95
HIT,HIT.AX,Hitech Group Australia Limited,Industrials,83556000,42200000.0,1.98
WCG,WCG.AX,Webcentral Limited,Information Technology,83512800,334051200.0,0.25
RYD,RYD.AX,Ryder Capital Limited,Financials,83379200,83379200.0,1.0
BRU,BRU.AX,Buru Energy Limited,Energy,83115700,664925600.0,0.125
NZO,NZO.AX,New Zealand Oil & Gas Ltd,Energy,82861800,223950811.0,0.37
BET,BET.AX,Betmakers Technology Group,Consumer Discretionary,82498800,948262069.0,0.087
SHM,SHM.AX,Shriro Holdings Limited,Consumer Discretionary,81471200,96415621.0,0.845
GEN,GEN.AX,Genmin Limited,Materials,81276000,451533333.0,0.18
OCC,OCC.AX,Orthocell Limited,Health Care,80703300,199267407.0,0.405
CRYP,CRYP.AX,BetaShares Crypto Innovators ETF ,Financials,80496000,25800000.0,3.12
MOGL,MOGL.AX,Montaka Global Long Only Equites Fund (Managed Fund) ,Financials,80401800,23103966.0,3.48
IKE,IKE.AX,ikeGPS Group Limited,Information Technology,80012200,160024400.0,0.5
EMH,EMH.AX,European Metals Holdings Limited,Materials,79930400,126873651.0,0.63
ECL,ECL.AX,Excelsior Capital Limited,Industrials,79734800,28994473.0,2.75
FLC,FLC.AX,Fluence Corporation Limited,Industrials,79728200,972295122.0,0.082
FBR,FBR.AX,FBR Limited,Industrials,79498600,3974930000.0,0.02
EGR,EGR.AX,EcoGraf Limited,Materials,79455600,454032000.0,0.175
PEB,PEB.AX,Pacific Edge Limited,Health Care,79450300,810717347.0,0.098
OIL,OIL.AX,Optiscan Imaging Limited,Health Care,79338400,835141053.0,0.095
EIQ,EIQ.AX,Echo IQ Limited,Information Technology,79144700,494654375.0,0.16
IXR,IXR.AX,Ionic Rare Earths Limited,Materials,79122100,3956105000.0,0.02
ART,ART.AX,Airtasker Limited,Communication Services,79051200,451721143.0,0.175
IND,IND.AX,Industrial Minerals Ltd,Materials,78840300,68260000.0,1.155
NXS,NXS.AX,Next Science Limited,Health Care,78757700,291695185.0,0.27
INIF,INIF.AX,Intelligent Investor Australian Equity Income Fund (Managed Fund) ,Financials,78746400,30760312.0,2.56
EVS,EVS.AX,EnviroSuite Limited,Information Technology,78231600,1261800000.0,0.062
ALA,ALA.AX,Arovella Therapeutics Limited,Health Care,78110500,908261628.0,0.086
SEQ,SEQ.AX,Sequoia Financial Group Ltd,Financials,77805800,134147931.0,0.58
MLG,MLG.AX,MLG Oz Limited,Materials,77800900,146794151.0,0.53
ADO,ADO.AX,AnteoTech Ltd,Health Care,76875500,2196442857.0,0.035
OEL,OEL.AX,Otto Energy Limited,Energy,76720200,4795012500.0,0.016
G6M,G6M.AX,Group 6 Metals Limited,Materials,76260300,1003425000.0,0.076
BC8,BC8.AX,Black Cat Syndicate Limited,Materials,75941300,303765200.0,0.25
MSV,MSV.AX,Mitchell Services Limited,Materials,75290500,215115714.0,0.35
FCT,FCT.AX,Firstwave Cloud Technology Limited,Information Technology,75221600,1709581818.0,0.044
CCR,CCR.AX,Credit Clear Limited,Information Technology,74301700,412787222.0,0.18
WMC,WMC.AX,Wiluna Mining Corporation Limited,Materials,74238000,362136585.0,0.205
SMLL,SMLL.AX,Betashares Australian Small Companies Select Fund (managed fund) ,Financials,73736100,22480518.0,3.28
ATR,ATR.AX,Astron Corporation Limited,Materials,73688600,156784255.0,0.47
TOT,TOT.AX,360 Capital Total Return Fund,Real Estate,73662600,144436471.0,0.51
ARR,ARR.AX,American Rare Earths Limited,Materials,73659800,446423030.0,0.165
URNM,URNM.AX,Betashares Global Uranium ETF ,Financials,73467300,8100033.0,9.07
CUP,CUP.AX,Count Limited,Industrials,73051400,111528855.0,0.655
3DA,3DA.AX,Amaero International Ltd,Industrials,72948100,416846286.0,0.175
NAM,NAM.AX,Namoi Cotton Limited,Industrials,72810600,205100282.0,0.355
CC9,CC9.AX,Chariot Corporation Ltd,Materials,72598300,73331616.0,0.99
EMKT,EMKT.AX,VanEck MSCI Multifactor Emerging Markets Equity ETF ,Financials,72245300,3409405.0,21.19
S2R,S2R.AX,S2 Resources Ltd,Materials,71766000,410091429.0,0.175
SSL,SSL.AX,Sietel Limited,Real Estate,71747000,8007478.0,8.96
DTZ,DTZ.AX,Dotz Nano Limited,Information Technology,71477200,510551429.0,0.14
GDA,GDA.AX,Good Drinks Australia Ltd,Consumer Staples,71417000,134749057.0,0.53
MI6,MI6.AX,Minerals 260 Limited,Materials,71370000,230225806.0,0.31
BMT,BMT.AX,Beamtree Holdings Limited,Health Care,71246500,284986000.0,0.25
IMB,IMB.AX,Intelligent Monitoring Group Limited,Industrials,71227100,241447797.0,0.295
SOP,SOP.AX,Synertec Corporation Limited,Industrials,71196800,431495758.0,0.165
CAY,CAY.AX,Canyon Resources Limited,Materials,71103700,1015767143.0,0.07
RND,RND.AX,Rand Mining Limited,Materials,71095000,56876000.0,1.25
DVDY,DVDY.AX,VanEck Morningstar Australian Moat Income ETF ,Financials,71079800,3619134.0,19.64
GSS,GSS.AX,Genetic Signatures Limited,Health Care,70986000,143406061.0,0.495
NDIA,NDIA.AX,Global X India Nifty 50 ETF ,Financials,70834600,1084590.0,65.31
EWC,EWC.AX,Energy World Corporation Limited,Utilities,70815200,3078921739.0,0.023
PTL,PTL.AX,Prestal Holdings Limited,Consumer Staples,70740700,170459518.0,0.415
MEA,MEA.AX,McGrath Limited,Real Estate,70428200,160064091.0,0.44
AZY,AZY.AX,Antipa Minerals Limited,Materials,70291700,4134805882.0,0.017
MOV,MOV.AX,MOVE Logistics Group Limited,Industrials,69831100,116385167.0,0.6
VEFI,VEFI.AX,Vanguard Ethically Conscious Global Aggregate Bond Index Hedged ETF ,Financials,69764700,1690036.0,41.28
PEX,PEX.AX,Peel Mining Limited,Materials,69730100,581084167.0,0.12
MNS,MNS.AX,Magnis Energy Technologies Limited,Materials,69570900,1199498276.0,0.058
KIN,KIN.AX,Kin Mining NL,Materials,69510900,1178150847.0,0.059
INES,INES.AX,Intelligent Investor Ethical Share Fund (Managed Fund) ,Financials,69137700,22742664.0,3.04
ZEO,ZEO.AX,Zeotech Limited,Materials,69136900,1728422500.0,0.04
JAN,JAN.AX,Janison Education Group Limited,Information Technology,68621000,254151852.0,0.27
SIO,SIO.AX,Simonds Group Limited,Consumer Discretionary,68382200,359906316.0,0.19
MVP,MVP.AX,Medical Developments International Limited,Health Care,68181100,86305190.0,0.79
MNB,MNB.AX,Minbos Resources Limited,Materials,68046400,791237209.0,0.086
MAM,MAM.AX,Microequities Asset Management Group,Financials,67729200,132802353.0,0.51
GO2,GO2.AX,The GO2 People Limited,Industrials,67199900,99999851.0,0.672
AHL,AHL.AX,Adrad Holdings Limited,Consumer Discretionary,66653800,81285122.0,0.82
RXL,RXL.AX,Rox Resources Limited,Materials,66605900,370032778.0,0.18
AUC,AUC.AX,Ausgold Limited,Materials,66588100,2296141379.0,0.029
ESPO,ESPO.AX,VanEck Video Gaming and Esports ETF ,Financials,66576700,6420125.0,10.37
WSP,WSP.AX,Whispir Limited,Information Technology,66094300,134886327.0,0.49
DZZF,DZZF.AX,BetaShares Ethical Diversified High Growth ETF ,Financials,66061600,2579524.0,25.61
AMN,AMN.AX,Agrimin Limited,Materials,65808500,306086047.0,0.215
TIG,TIG.AX,Tigers Realm Coal Limited,Materials,65333500,13066700000.0,0.005
ADN,ADN.AX,Andromeda Metals Limited,Materials,65310200,3110009524.0,0.021
IHL,IHL.AX,Incannex Healthcare Limited,Health Care,65067500,1587012195.0,0.041
MWY,MWY.AX,Midway Limited,Materials,65065500,87336242.0,0.745
LPD,LPD.AX,Lepidico Ltd,Materials,64925600,7638305882.0,0.0085
ZYUS,ZYUS.AX,Global X S&P 500 High Yield Low Volatility ETF ,Financials,64309700,5161292.0,12.46
RKN,RKN.AX,Reckon Limited,Information Technology,64011600,113294867.0,0.565
IRD,IRD.AX,Iron Road Limited,Materials,63975700,820201282.0,0.078
IMA,IMA.AX,Image Resources NL,Materials,63793300,1081242373.0,0.059
EPY,EPY.AX,Earlypay Ltd,Financials,63784300,289928636.0,0.22
BEZ,BEZ.AX,Besra Gold Inc,Materials,62715100,418100667.0,0.15
SWTZ,SWTZ.AX,Switzer Dividend Growth Fund (Quoted Managed Fund) ,Financials,62434400,25074056.0,2.49
MX1,MX1.AX,Micro-X Limited,Health Care,62167700,518064167.0,0.12
AAR,AAR.AX,Astral Resources NL,Materials,61861600,793097436.0,0.078
HHR,HHR.AX,Hartshead Resources NL,Energy,61791000,2808681818.0,0.022
CD2,CD2.AX,Cordish Dixon Private Equity Fund II,Financials,61662900,52479064.0,1.175
VRX,VRX.AX,VRX Silica Ltd,Materials,61254700,556860909.0,0.11
MCM,MCM.AX,MC Mining Limited,Energy,61183600,407890667.0,0.15
DSK,DSK.AX,Dusk Group Limited,Consumer Discretionary,61022500,62267857.0,0.98
CAE,CAE.AX,Cannindah Resources Limited,Materials,60698400,578080000.0,0.105
ZYAU,ZYAU.AX,Global X S&P/ASX 300 High Yield Plus ETF ,Financials,60684200,7436789.0,8.16
JRL,JRL.AX,Jindalee Resources Limited,Materials,60616700,60315124.0,1.005
MNRS,MNRS.AX,BetaShares Global Gold Miners ETF - Currency Hedged ,Financials,60496100,11932170.0,5.07
MRL,MRL.AX,Mayur Resources Limited,Materials,60400300,335557222.0,0.18
KED,KED.AX,Keypath Education International Inc,Consumer Discretionary,60114500,214694643.0,0.28
RTR,RTR.AX,Rumble Resources Limited,Materials,60043700,698182558.0,0.086
HLTH,HLTH.AX,VanEck Global Healthcare Leaders ETF ,Financials,59984900,6004494.0,9.99
PCK,PCK.AX,PainChek Ltd,Health Care,59896200,1392934884.0,0.043
TMT,TMT.AX,Technology Metals Australia Limited,Materials,59757200,254285957.0,0.235
IXU,IXU.AX,IXUP Limited,Information Technology,59488500,1081609091.0,0.055
G1A,G1A.AX,Galena Mining Limited,Materials,59452900,752568354.0,0.079
PLT,PLT.AX,Plenti Group Limited,Financials,59395300,172160290.0,0.345
ELS,ELS.AX,Elsight Limited,Information Technology,59376200,150319494.0,0.395
POS,POS.AX,Poseidon Nickel Limited,Materials,59330800,3708175000.0,0.016
LSX,LSX.AX,Lion Selection Group Limited,Financials,59283300,141150714.0,0.42
XASG,XASG.AX,Alphinity Global Sustainable Equity Fund (Managed Fund) ,Financials,59039600,9972905.0,5.92
TGN,TGN.AX,Tungsten Mining NL,Materials,58981100,786414667.0,0.075
PRT,PRT.AX,PRT Company Limited,Communication Services,58938900,366330412.0,0.16089
PTX,PTX.AX,Prescient Therapeutics Limited,Health Care,58788300,805319178.0,0.073
SEG,SEG.AX,Sports Entertainment Group Limited,Communication Services,58750200,261112000.0,0.225
ANO,ANO.AX,Advance Zinctek Limited,Materials,58685800,62431702.0,0.94
CVB,CVB.AX,CurveBeam AI Limited,Health Care,58516500,182864062.0,0.32
AIM,AIM.AX,Ai-Media Technologies Limited,Industrials,58467900,208813929.0,0.28
LKO,LKO.AX,Lakes Blue Energy NL,Energy,58430900,58430900000.0,0.001
TIP,TIP.AX,Teaminvest Private Group Limited,Financials,58366800,27147349.0,2.15
DBF,DBF.AX,Duxton Farms Ltd,Consumer Staples,58299000,41642143.0,1.4
AHC,AHC.AX,Austco Healthcare Limited,Health Care,58158000,290790000.0,0.2
ZNC,ZNC.AX,Zenith Minerals Limited,Materials,58142800,352380606.0,0.165
DUB,DUB.AX,Dubber Corporation Limited,Information Technology,58100300,387335333.0,0.15
LEG,LEG.AX,Legend Mining Limited,Materials,58089500,2904475000.0,0.02
SPL,SPL.AX,Starpharma Holdings Limited,Health Care,57638600,411704286.0,0.14
DXB,DXB.AX,Dimerix Limited,Health Care,57520800,426080000.0,0.135
IIQ,IIQ.AX,INOVIQ Ltd,Health Care,57511700,92018720.0,0.625
IVR,IVR.AX,Investigator Resources Limited,Materials,57486800,1437170000.0,0.04
TOE,TOE.AX,Toro Energy Limited,Energy,57375600,4781300000.0,0.012
PGL,PGL.AX,Prospa Group Limited,Financials,57181400,163375429.0,0.35
ADA,ADA.AX,Adacel Technologies Limited,Information Technology,57168700,76224933.0,0.75
MCE,MCE.AX,Matrix Composites & Engineering Ltd,Energy,57083100,219550385.0,0.26
AQC,AQC.AX,Australian Pacific Coal Limited,Materials,57002900,456023200.0,0.125
CZR,CZR.AX,CZR Resources Ltd,Materials,56576300,235734583.0,0.24
GAL,GAL.AX,Galileo Mining Limited,Materials,56323100,197624912.0,0.285
MCP,MCP.AX,McPherson's Limited,Consumer Staples,56140200,143949231.0,0.39
AUMF,AUMF.AX,iShares Edge MSCI Australia Multifactor ETF ,Financials,56048400,1903171.0,29.45
ETM,ETM.AX,Energy Transition Minerals Ltd,Materials,56002400,1400060000.0,0.04
TYX,TYX.AX,Tyranna Resources Limited,Materials,55869200,3286423529.0,0.017
AHX,AHX.AX,Apiam Animal Health Limited,Health Care,55801700,180005484.0,0.31
CNW,CNW.AX,Cirrus Networks Holdings Limited,Information Technology,55800400,930006667.0,0.06
LEL,LEL.AX,Lithium Energy Limited,Materials,55625400,103010000.0,0.54
INF,INF.AX,Infinity Lithium Corporation Limited,Materials,55511100,462592500.0,0.12
SRL,SRL.AX,Sunrise Energy Metals Limited,Materials,55489900,90227480.0,0.615
STM,STM.AX,Sunstone Metals Limited,Materials,55475700,3081983333.0,0.018
APW,APW.AX,AIMS Property Securities Fund,Real Estate,55426300,44519116.0,1.245
CAF,CAF.AX,Centrepoint Alliance Limited,Financials,55406900,197881786.0,0.28
TBIL,TBIL.AX,VanEck 1-3 Month US Treasury Bond ETF ,Financials,55234500,1080487.0,51.12
BRK,BRK.AX,Brookside Energy Limited,Energy,55160000,5014545455.0,0.011
TEK,TEK.AX,Thorney Technologies Limited,Energy,55113600,408248889.0,0.135
GROW,GROW.AX,Schroder Real Return (Managed Fund) ,Financials,55056600,15552712.0,3.54
IRI,IRI.AX,Integrated Research Limited,Information Technology,55001700,171880312.0,0.32
ANP,ANP.AX,Antisense Therapeutics Limited,Health Care,54092700,901545000.0,0.06
ASH,ASH.AX,Ashley Services Group Limited,Industrials,53991000,143976000.0,0.375
EBG,EBG.AX,Eumundi Group Limited,Consumer Discretionary,53611500,46822271.0,1.145
FFI,FFI.AX,FFI Holdings Limited,Consumer Staples,53263800,10760364.0,4.95
RINC,RINC.AX,BetaShares Martin Currie Real Income Fund (managed fund) ,Financials,53073100,6592932.0,8.05
VML,VML.AX,Vital Metals Limited,Materials,53061500,5306150000.0,0.01
TZN,TZN.AX,Terramin Australia Limited,Materials,52914100,2116564000.0,0.025
TCG,TCG.AX,Turaco Gold Limited,Materials,52785200,502716190.0,0.105
USQ,USQ.AX,US Student Housing REIT,Real Estate,52764200,55541263.0,0.95
HMY,HMY.AX,Harmoney Corp Limited,Financials,52001700,101964118.0,0.51
OMA,OMA.AX,Omega Oil and Gas Limited,Energy,51926300,273296316.0,0.19
AW1,AW1.AX,American West Metals Limited,Materials,51911700,370797857.0,0.14
LOM,LOM.AX,Lucapa Diamond Company,Materials,51824200,1439561111.0,0.036
WAA,WAA.AX,WAM Active Limited,Financials,51741400,75534891.0,0.685
NVA,NVA.AX,Nova Minerals Limited,Materials,51668000,210889796.0,0.245
TVL,TVL.AX,Touch Ventures Limited,Financials,51503200,705523288.0,0.073
DME,DME.AX,Dome Gold Mines,Materials,51216000,353213793.0,0.145
SNAS,SNAS.AX,Global X Ultra Short Nasdaq 100 Hedge Fund ,Financials,51115500,23025000.0,2.22
EOF,EOF.AX,Ecofibre Limited,Health Care,51058000,378207407.0,0.135
PVE,PVE.AX,Po Valley Energy Limited,Energy,50994300,1158961364.0,0.044
UBI,UBI.AX,Universal Biosensors Inc,Health Care,50968700,212369583.0,0.24
SRX,SRX.AX,Sierra Rutile Holdings Limited,Materials,50908400,424236667.0,0.12
KLL,KLL.AX,Kalium Lakes Limited,Materials,50792800,2031712000.0,0.025
CLDD,CLDD.AX,BetaShares Cloud Computing ETF ,Financials,50765600,4226944.0,12.01
VMT,VMT.AX,VMoto Limited,Consumer Discretionary,50756700,327462581.0,0.155
AVC,AVC.AX,Auctus Investment Group Limited,Financials,50606300,75531791.0,0.67
TTM,TTM.AX,Titan Minerals Limited,Materials,50323500,1524954545.0,0.033
NTI,NTI.AX,Neurotech International Limited,Health Care,50291600,882308772.0,0.057
BOL,BOL.AX,Boom Logistics Limited,Industrials,50263500,427774468.0,0.1175
CE1,CE1.AX,Calima Energy Limited,Energy,50057700,625721250.0,0.08
GAP,GAP.AX,Gale Pacific Limited,Consumer Discretionary,49702600,284014857.0,0.175
ACW,ACW.AX,Actinogen Medical Limited,Health Care,49589300,2254059091.0,0.022
IBC,IBC.AX,Ironbark Capital Limited,Financials,49280400,109512000.0,0.45
NHE,NHE.AX,Noble Helium Limited,Energy,49092100,258379474.0,0.19
RSM,RSM.AX,Russell Investments Australian Semi-Government Bond ETF,Financials,48866300,2557106.0,19.11
FML,FML.AX,Focus Minerals Limited,Materials,48715000,286558824.0,0.17
PRL,PRL.AX,Province Resources Limited,Materials,48441200,1181492683.0,0.041
RFT,RFT.AX,Rectifier Technologies Ltd,Industrials,48369400,1381982857.0,0.035
JEPI,JEPI.AX,JPMorgan Equity Premium Income Active ETF (Managed Fund) ,Financials,48364800,960000.0,50.38
DVR,DVR.AX,Diverger Limited,Financials,48222900,37674141.0,1.28
SB2,SB2.AX,Salter Brothers Emerging Companies Limited,Financials,48080300,92462115.0,0.52
BEAR,BEAR.AX,BetaShares Australian Equities Bear Hedge Fund ,Financials,47896200,5495835.0,8.715
SOM,SOM.AX,SomnoMed Limited,Health Care,47780200,108591364.0,0.44
DTC,DTC.AX,Damstra Holdings Limited,Information Technology,47708200,257882162.0,0.185
CAN,CAN.AX,Cann Group Limited,Health Care,47628400,432985455.0,0.11
ODA,ODA.AX,Orcoda Limited,Information Technology,47364000,169157143.0,0.28
AVA,AVA.AX,Ava Risk Group Limited,Information Technology,47323500,255802703.0,0.185
MEC,MEC.AX,Morphic Ethical Equities Fund,Financials,47307900,49023731.0,0.965
JGH,JGH.AX,Jade Gas Holdings Limited,Energy,47305000,1576833333.0,0.03
MVS,MVS.AX,Vaneck Vectors Small Companies Masters ETF,Financials,47268200,2690279.0,17.57
POL,POL.AX,Polymetals Resources Ltd,Materials,47172100,152168065.0,0.31
WRLD,WRLD.AX,BetaShares Managed Risk Global Share Fund (managed fund) ,Financials,47072800,2949424.0,15.96
BNR,BNR.AX,Bulletin Resources,Materials,46974600,293591250.0,0.16
DNA,DNA.AX,Donaco International Limited,Consumer Discretionary,46944800,1235389474.0,0.038
BGD,BGD.AX,Barton Gold Holdings Limited,Materials,46923300,195513750.0,0.24
WAK,WAK.AX,WA Kaolin Limited,Materials,46882000,407669565.0,0.115
QMIX,QMIX.AX,SPDR MSCI World Quality Mix Fund ,Financials,46736700,1724601.0,27.1
NCC,NCC.AX,NAOS Emerging Opportunities Company,Financials,46330900,72962047.0,0.635
PPG,PPG.AX,Pro-Pac Packaging Limited,Materials,46330400,181687843.0,0.255
FL1,FL1.AX,First Lithium Limited,Materials,46234100,70051667.0,0.66
CRR,CRR.AX,Critical Resources Limited,Materials,46224100,1777850000.0,0.026
PH2,PH2.AX,Pure Hydrogen Corporation Limited,Energy,46171100,362126275.0,0.1275
PSC,PSC.AX,Prospect Resources Limited,Materials,45869900,463332323.0,0.099
PFG,PFG.AX,Prime Financial,Financials,45596000,207254545.0,0.22
SDV,SDV.AX,SciDev Limited,Materials,45552800,189803333.0,0.24
MEU,MEU.AX,Marmota Limited,Energy,45528400,1058800000.0,0.043
AIQ,AIQ.AX,Alternative Investment Trust,Financials,45276500,31661888.0,1.43
RFX,RFX.AX,RedFlow Limited,Industrials,45052800,237120000.0,0.19
MKAX,MKAX.AX,Montaka Global Extension Fund ,Financials,45028500,15368089.0,2.93
CXM,CXM.AX,Centrex Limited,Materials,45027000,672044776.0,0.067
EAFZ,EAFZ.AX,Ellerston Asia Growth Fund (Hedge Fund) ,Financials,44986800,7435835.0,6.05
IVX,IVX.AX,Invion Limited,Health Care,44951400,6421628571.0,0.007
CUE,CUE.AX,Cue Energy Resources Limited,Energy,44679700,698120312.0,0.064
AVD,AVD.AX,AVADA Group Limited,Industrials,44590900,84935048.0,0.525
HMX,HMX.AX,Hammer Metals Limited,Materials,44320400,886408000.0,0.05
CYM,CYM.AX,Cyprium Metals Limited,Materials,44216700,1524713793.0,0.029
SPX,SPX.AX,Spenda Limited,Information Technology,44126800,3677233333.0,0.012
GHY,GHY.AX,Gold Hydrogen Limited,Energy,44115300,56922968.0,0.775
MME,MME.AX,MoneyMe Limited,Financials,44004300,800078182.0,0.055
CSS,CSS.AX,Clean Seas Seafood Limited,Consumer Staples,43854700,165489434.0,0.265
EDC,EDC.AX,Eildon Capital Limited,Financials,43780800,48917095.0,0.895
MFD,MFD.AX,Mayfield Childcare Limited,Consumer Discretionary,43759500,65312687.0,0.67
BSA,BSA.AX,BSA Limited,Industrials,43656900,72160165.0,0.605
LRT,LRT.AX,Lowell Resources Fund,Financials,43419900,32402910.0,1.34
1MC,1MC.AX,Morella Corporation Limited,Materials,43145100,6163585714.0,0.007
XTE,XTE.AX,XTEK Limited,Industrials,43126700,102682619.0,0.42
GRV,GRV.AX,Greenvale Energy Limited,Energy,42700400,440210309.0,0.097
